Sr. No.,Date,Exhibition Id,Visitor Id,Products,Payment Mode,Amount
1485,24/Dec/2019,KOL12019,KOL1958622,"Kurta,Wallet",Cash,5000
1486,25/Dec/2019,KOL12019,KOL1917318,kurti,Cash,6000
1487,25/Dec/2019,KOL12019,KOL1823675,kurti,Cash,2800
1488,25/Dec/2019,KOL12019,KOL1887866,kurti,Cash,1000
1489,25/Dec/2019,KOL12019,KOL1942212,kurti,Cash,1100
1490,25/Dec/2019,KOL12019,KOL1953753,kurti,Cash,10620
1491,25/Dec/2019,KOL12019,KOL1954884,kurti,Cash,6200
1492,25/Dec/2019,KOL12019,KOL1927361,kurti,Cash,3600
1493,25/Dec/2019,KOL12019,KOL1976152,kurti,Cash,6000
1494,25/Dec/2019,KOL12019,KOL1916816,kurti,Cash,5000
1495,25/Dec/2019,KOL12019,KOL1916431,kurti,Credit Card,11000
1496,25/Dec/2019,KOL12019,KOL1913846,kurti,Cash,4400
1497,25/Dec/2019,KOL12019,KOL1887866,kurti,Cash,1000
1498,25/Dec/2019,KOL12019,KOL1922253,kurti,Cash,4500
1499,24/Dec/2019,KOL12019,KOL1656581,kurti,Cash,5061
1500,24/Dec/2019,KOL12019,KOL1926488,kurti,Cash,2100
1501,24/Dec/2019,KOL12019,KOL1943482,kurti,Cash,5200
1502,24/Dec/2019,KOL12019,KOL1987718,kurti,Cash,1300
1503,24/Dec/2019,KOL12019,KOL1838227,kurti,Cash,5700
1504,24/Dec/2019,KOL12019,KOL1958358,kurti,Cash,800
1505,23/Dec/2019,KOL12019,KOL1941783,kurti,Cash,1500
1506,23/Dec/2019,KOL12019,KOL1954288,kurti,Cash,6000
1507,23/Dec/2019,KOL12019,KOL1984718,kurti,Cash,2000
1508,23/Dec/2019,KOL12019,KOL1912217,kurti,Cash,1500
1509,23/Dec/2019,KOL12019,KOL1973261,kurti,Cash,5000
1510,23/Dec/2019,KOL12019,KOL1915130,kurti,Cash,2000
1511,23/Dec/2019,KOL12019,KOL1933236,kurti,Cash,2700
1512,23/Dec/2019,KOL12019,KOL1945342,kurti,Cash,5000
1513,23/Dec/2019,KOL12019,KOL1918624,kurti,Cash,2200
1514,23/Dec/2019,KOL12019,KOL1923434,kurti,Cash,2500
1515,23/Dec/2019,KOL12019,KOL1984718,kurti,Cash,270
1516,23/Dec/2019,KOL12019,KOL1968545,kurti,Cash,5750
1517,22/Dec/2019,KOL12019,KOL1932116,kurti,Cash,1650
1518,22/Dec/2019,KOL12019,KOL1926716,kurti,Cash,2000
1519,22/Dec/2019,KOL12019,KOL1955682,kurti,Cash,6000
1520,22/Dec/2019,KOL12019,KOL1948586,kurti,Cash,3500
1521,22/Dec/2019,KOL12019,KOL1948547,kurti,Cash,1100
1522,22/Dec/2019,KOL12019,KOL1952656,kurti,Cash,7000
1523,21/Dec/2019,KOL12019,KOL1913154,kurti,Cash,8000
1524,21/Dec/2019,KOL12019,KOL1961824,kurti,Cash,2200
1525,21/Dec/2019,KOL12019,KOL1925658,kurti,Credit Card,400
1526,21/Dec/2019,KOL12019,KOL1961848,kurti,Cash,2200
1527,21/Dec/2019,KOL12019,KOL1925267,kurti,Cash,2000
1528,20/Dec/2019,KOL12019,KOL1935822,kurti,Cash,1500
1529,20/Dec/2019,KOL12019,KOL1986724,kurti,Cash,1000
1530,19/Dec/2019,KOL12019,KOL1983426,kurti,Cash,1000
1531,19/Dec/2019,KOL12019,KOL1957641,kurti,Cash,7400
1532,19/Dec/2019,KOL12019,KOL1947647,kurti,Cash,150
1533,19/Dec/2019,KOL12019,KOL1933642,kurti,Cash,1500
1534,19/Dec/2019,KOL12019,KOL1914165,kurti,Cash,8700
1535,19/Dec/2019,KOL12019,KOL1928234,kurti,Cash,2100
1536,19/Dec/2019,KOL12019,KOL1983426,kurti,Cash,1300
1537,19/Dec/2019,KOL12019,KOL1922552,kurti,Cash,1000
1538,19/Dec/2019,KOL12019,KOL1977238,kurti,Cash,4800
1539,18/Dec/2019,KOL12019,KOL1984184,kurti,Cash,1200
1540,18/Dec/2019,KOL12019,KOL1823538,kurti,Cash,5000
1541,18/Dec/2019,KOL12019,KOL1931528,kurti,Cash,1000
1542,18/Dec/2019,KOL12019,KOL1117462,kurti,Cash,1250
1543,17/Dec/2019,KOL12019,KOL1978587,kurti,Cash,6000
1544,17/Dec/2019,KOL12019,KOL1966746,kurti,Cash,2600
1545,15/Dec/2019,KOL12019,KOL1916557,kurti,Cash,200
1546,14/Dec/2019,KOL12019,KOL1965141,kurti,Cash,3900
1547,14/Dec/2019,KOL12019,KOL1918231,kurti,Cash,7700
1548,13/Dec/2019,KOL12019,KOL1916477,kurti,Cash,900
1549,13/Dec/2019,KOL12019,KOL1982484,kurti,Cash,7300
1550,13/Dec/2019,KOL12019,KOL1916477,kurti,Cash,260
1551,13/Dec/2019,KOL12019,KOL1935651,kurti,Cash,6300
1552,25/Dec/2019,KOL12019,KOL1932173,"kurti,Duppatta",Cash,11700
1553,19/Dec/2019,KOL12019,KOL1973766,"kurti,Duppatta",Cash,5700
1554,25/Dec/2019,KOL12019,KOL1962345,Lamps,Cash,5000
1555,25/Dec/2019,KOL12019,KOL1965222,Lamps,Cash,2000
1556,23/Dec/2019,KOL12019,KOL1978657,Lamps,Cash,1000
1557,23/Dec/2019,KOL12019,KOL1978657,Lamps,Cash,2000
1558,23/Dec/2019,KOL12019,KOL1978485,Lamps,Credit Card,10500
1559,23/Dec/2019,KOL12019,KOL1971521,Lamps,Cash,680
1560,22/Dec/2019,KOL12019,KOL1976385,Lamps,Cash,5500
1561,21/Dec/2019,KOL12019,KOL1965816,Lamps,Cash,800
1562,20/Dec/2019,KOL12019,KOL1966854,Lamps,Cash,5000
1563,20/Dec/2019,KOL12019,KOL1968126,Lamps,Cash,900
1564,17/Dec/2019,KOL12019,KOL1921164,Lamps,Credit Card,500
1565,17/Dec/2019,KOL12019,KOL1978245,Lamps,Cash,800
1566,17/Dec/2019,KOL12019,KOL1938438,Lamps,Cash,1700
1567,25/Dec/2019,KOL12019,KOL1927357,Machinaries,Cash,13100
1568,25/Dec/2019,KOL12019,KOL1935446,Massager,Cash,4800
1569,25/Dec/2019,KOL12019,KOL1956242,Massager,Credit Card,4500
1570,24/Dec/2019,KOL12019,KOL1932836,Massager,Cash,5500
1571,24/Dec/2019,KOL12019,KOL1954526,Massager,Cash,5100
1572,23/Dec/2019,KOL12019,KOL1988458,Massager,Cash,18000
1573,23/Dec/2019,KOL12019,KOL1986821,Massager,Cash,2000
1574,23/Dec/2019,KOL12019,KOL1933748,Massager,Cash,1500
1575,23/Dec/2019,KOL12019,KOL1954634,Massager,Cash,5450
1576,23/Dec/2019,KOL12019,KOL1956171,Massager,Cash,1900
1577,23/Dec/2019,KOL12019,KOL1983414,Massager,Cash,3100
1578,23/Dec/2019,KOL12019,KOL1883755,Massager,Credit Card,1800
1579,23/Dec/2019,KOL12019,KOL1947725,Massager,Cash,9000
1580,23/Dec/2019,KOL12019,KOL1926712,Massager,Cash,4800
1581,22/Dec/2019,KOL12019,KOL1944147,Massager,Cash,3800
1582,22/Dec/2019,KOL12019,KOL1974488,Massager,Cash,5600
1583,22/Dec/2019,KOL12019,KOL1813505,Massager,Cash,2000
1584,22/Dec/2019,KOL12019,KOL1913232,Massager,Cash,4000
1585,22/Dec/2019,KOL12019,KOL1985346,Massager,Cash,2900
1586,22/Dec/2019,KOL12019,KOL1965123,Massager,Cash,3000
1587,22/Dec/2019,KOL12019,KOL1951543,Massager,Cash,2500
1588,22/Dec/2019,KOL12019,KOL1944147,Massager,Cash,1800
1589,22/Dec/2019,KOL12019,KOL1922474,Massager,Cash,2500
1590,22/Dec/2019,KOL12019,KOL1964764,Massager,Cash,1500
1591,22/Dec/2019,KOL12019,KOL1936431,Massager,Cash,3000
1592,22/Dec/2019,KOL12019,KOL1951543,Massager,Cash,1700
1593,22/Dec/2019,KOL12019,KOL1947356,Massager,Cash,4000
1594,21/Dec/2019,KOL12019,KOL1987831,Massager,Cash,3100
1595,21/Dec/2019,KOL12019,KOL1937788,Massager,Credit Card,2750
1596,21/Dec/2019,KOL12019,KOL1918144,Massager,Cash,2500
1597,21/Dec/2019,KOL12019,KOL1927315,Massager,Cash,2150
1598,21/Dec/2019,KOL12019,KOL1941575,Massager,Cash,6000
1599,21/Dec/2019,KOL12019,KOL1916744,Massager,Cash,2000
1600,21/Dec/2019,KOL12019,KOL1918144,Massager,Cash,2500
1601,21/Dec/2019,KOL12019,KOL1911625,Massager,Cash,2000
1602,21/Dec/2019,KOL12019,KOL1958776,Massager,Cash,4000
1603,20/Dec/2019,KOL12019,KOL1964112,Massager,Cash,2000
1604,20/Dec/2019,KOL12019,KOL1963548,Massager,Cash,6100
1605,20/Dec/2019,KOL12019,KOL1977866,Massager,Cash,3000
1606,19/Dec/2019,KOL12019,KOL1932772,Massager,Cash,2300
1607,19/Dec/2019,KOL12019,KOL1975531,Massager,Cash,8000
1608,19/Dec/2019,KOL12019,KOL1875761,Massager,Credit Card,8200
1609,19/Dec/2019,KOL12019,KOL1862432,Massager,Cash,3000
1610,19/Dec/2019,KOL12019,KOL1974834,Massager,Cash,1500
1611,19/Dec/2019,KOL12019,KOL1957865,Massager,Cash,2000
1612,19/Dec/2019,KOL12019,KOL1947647,Massager,Cash,1050
1613,19/Dec/2019,KOL12019,KOL1931114,Massager,Cash,4000
1614,19/Dec/2019,KOL12019,KOL1925711,Massager,Cash,8000
1615,18/Dec/2019,KOL12019,KOL1923487,Massager,Cash,2500
1616,17/Dec/2019,KOL12019,KOL1941812,Massager,Cash,2500
1617,17/Dec/2019,KOL12019,KOL1985627,Massager,Cash,600
1618,17/Dec/2019,KOL12019,KOL1973511,Massager,Cash,5000
1619,16/Dec/2019,KOL12019,KOL1915252,Massager,Cash,4500
1620,16/Dec/2019,KOL12019,KOL1947217,Massager,Cash,1
1621,16/Dec/2019,KOL12019,KOL1947217,Massager,Cash,3000
1622,16/Dec/2019,KOL12019,KOL1865782,Massager,Cash,3000
1623,16/Dec/2019,KOL12019,KOL1912166,Massager,Cash,28500
1624,16/Dec/2019,KOL12019,KOL1933544,Massager,Cash,3000
1625,16/Dec/2019,KOL12019,KOL1933544,Massager,Cash,2300
1626,15/Dec/2019,KOL12019,KOL1976573,Massager,Cash,6500
1627,15/Dec/2019,KOL12019,KOL1972846,Massager,Cash,3500
1628,15/Dec/2019,KOL12019,KOL1987126,Massager,Cash,5300
1629,15/Dec/2019,KOL12019,KOL1934455,Massager,Cash,5700
1630,15/Dec/2019,KOL12019,KOL1925772,Massager,Cash,7900
1631,15/Dec/2019,KOL12019,KOL1932288,Massager,Cash,3500
1632,15/Dec/2019,KOL12019,KOL1941345,Massager,Cash,5000
1633,15/Dec/2019,KOL12019,KOL1988877,Massager,Cash,5000
1634,15/Dec/2019,KOL12019,KOL1956682,Massager,Credit Card,3600
1635,15/Dec/2019,KOL12019,KOL1742452,Massager,Cash,2100
1636,15/Dec/2019,KOL12019,KOL1923788,Massager,Cash,5000
1637,15/Dec/2019,KOL12019,KOL1963664,Massager,Cash,3000
1638,15/Dec/2019,KOL12019,KOL1914458,Massager,Cash,1500
1639,15/Dec/2019,KOL12019,KOL1927736,Massager,Cash,4500
1640,15/Dec/2019,KOL12019,KOL1632511,Massager,Cash,1600
1641,15/Dec/2019,KOL12019,KOL1963664,Massager,Cash,1500
1642,15/Dec/2019,KOL12019,KOL1972548,Massager,Cash,3100
1643,15/Dec/2019,KOL12019,KOL1948767,Massager,Credit Card,5500
1644,15/Dec/2019,KOL12019,KOL1931343,Massager,Cash,10500
1645,14/Dec/2019,KOL12019,KOL1847357,Massager,Cash,4000
1646,14/Dec/2019,KOL12019,KOL1976573,Massager,Credit Card,6500
1647,14/Dec/2019,KOL12019,KOL1941345,Massager,Cash,5000
1648,14/Dec/2019,KOL12019,KOL1941345,Massager,Cash,1
1649,14/Dec/2019,KOL12019,KOL1942244,Massager,Credit Card,3600
1650,13/Dec/2019,KOL12019,KOL1956133,Massager,Credit Card,2500
1651,13/Dec/2019,KOL12019,KOL1931124,Massager,Cash,750
1652,13/Dec/2019,KOL12019,KOL1977462,Massager,Cash,2400
1653,13/Dec/2019,KOL12019,KOL1925111,Massager,Cash,3500
1654,13/Dec/2019,KOL12019,KOL1613003,Massager,Cash,5500
1655,13/Dec/2019,KOL12019,KOL1883260,Massager,Cash,200
1656,13/Dec/2019,KOL12019,KOL1983327,Massager,Cash,4000
1657,13/Dec/2019,KOL12019,KOL1925111,Massager,Cash,3500
1658,25/Dec/2019,KOL12019,KOL1973677,Mat/Chatai,Cash,3200
1659,22/Dec/2019,KOL12019,KOL1977314,Mat/Chatai,Cash,1000
1660,18/Dec/2019,KOL12019,KOL1885221,Mat/Chatai,Cash,13300
1661,18/Dec/2019,KOL12019,KOL1947644,Mat/Chatai,Cash,3950
1662,16/Dec/2019,KOL12019,KOL1972335,Mat/Chatai,Cash,500
1663,16/Dec/2019,KOL12019,KOL1613386,Mat/Chatai,Cash,5000
1664,15/Dec/2019,KOL12019,KOL1915825,Mat/Chatai,Cash,2000
1665,25/Dec/2019,KOL12019,KOL1968853,Mattress,Cash,2200
1666,25/Dec/2019,KOL12019,KOL1912168,Mattress,Cash,100000
1667,25/Dec/2019,KOL12019,KOL1965222,Mattress,Cash,450
1668,25/Dec/2019,KOL12019,KOL1840641,Mattress,Cash,6750
1669,25/Dec/2019,KOL12019,KOL1935287,Mattress,Cash,70
1670,25/Dec/2019,KOL12019,KOL1855376,Mattress,Cash,109
1671,25/Dec/2019,KOL12019,KOL1947177,Mattress,Cash,1900
1672,25/Dec/2019,KOL12019,KOL1855376,Mattress,Cash,1650
1673,25/Dec/2019,KOL12019,KOL1971617,Mattress,Cash,700
1674,25/Dec/2019,KOL12019,KOL1941268,Mattress,Cash,1000
1675,23/Dec/2019,KOL12019,KOL1916847,Mattress,Cash,5500
1676,23/Dec/2019,KOL12019,KOL1948628,Mattress,Cash,5100
1677,23/Dec/2019,KOL12019,KOL1978832,Mattress,Cash,7300
1678,23/Dec/2019,KOL12019,KOL1945884,Mattress,Cash,5000
1679,23/Dec/2019,KOL12019,KOL1982738,Mattress,Cash,3000
1680,23/Dec/2019,KOL12019,KOL1976352,Mattress,Cash,8940
1681,22/Dec/2019,KOL12019,KOL1963321,Mattress,Cash,5775
1682,22/Dec/2019,KOL12019,KOL1962357,Mattress,Cash,5400
1683,21/Dec/2019,KOL12019,KOL1931833,Mattress,Cash,4900
1684,21/Dec/2019,KOL12019,KOL1975478,Mattress,Cash,2000
1685,19/Dec/2019,KOL12019,KOL1948755,Mattress,Cash,25000
1686,19/Dec/2019,KOL12019,KOL1937828,Mattress,Cash,900
1687,18/Dec/2019,KOL12019,KOL1952572,Mattress,Cash,3000
1688,18/Dec/2019,KOL12019,KOL1985234,Mattress,Cash,2700
1689,17/Dec/2019,KOL12019,KOL1941812,Mattress,Cash,2200
1690,14/Dec/2019,KOL12019,KOL1962541,Mattress,Cash,902
1691,25/Dec/2019,KOL12019,KOL1974871,"mayonise, butter, cheese",Cash,200
1692,23/Dec/2019,KOL12019,KOL1987342,"mayonise, butter, cheese",Cash,1330
1693,21/Dec/2019,KOL12019,KOL1961848,"mayonise, butter, cheese",Cash,913
1694,17/Dec/2019,KOL12019,KOL1954626,"mayonise, butter, cheese",Cash,200
1695,13/Dec/2019,KOL12019,KOL1941427,"mayonise, butter, cheese",Cash,600
1696,13/Dec/2019,KOL12019,KOL1937651,"mayonise, butter, cheese",Cash,1010
1697,23/Dec/2019,KOL12019,KOL1982562,Mayonnaise,Cash,700
1698,15/Dec/2019,KOL12019,KOL1963211,Mayonnaise,Cash,90
1699,25/Dec/2019,KOL12019,KOL1868815,Meditation session,Cash,51000
1700,25/Dec/2019,KOL12019,KOL1880423,Meditation session,Cash,5045
1701,15/Dec/2019,KOL12019,KOL1921232,Meditation session,Cash,670
1702,23/Dec/2019,KOL12019,KOL1863718,milk powder,Cash,200
1703,23/Dec/2019,KOL12019,KOL1947528,milk powder,Cash,950
1704,22/Dec/2019,KOL12019,KOL1974623,milk powder,Cash,2000
1705,21/Dec/2019,KOL12019,KOL1952614,milk powder,Cash,800
1706,18/Dec/2019,KOL12019,KOL1935517,milk powder,Cash,3500
1707,16/Dec/2019,KOL12019,KOL1947528,milk powder,Cash,200
1708,25/Dec/2019,KOL12019,KOL1984712,Mixer,Cash,6000
1709,22/Dec/2019,KOL12019,KOL1947356,Mixer,Credit Card,49559
1710,19/Dec/2019,KOL12019,KOL1964353,Mixer,Cash,2800
1711,22/Dec/2019,KOL12019,KOL1964764,Modular Kitchen,Cash,5000
1712,22/Dec/2019,KOL12019,KOL1942517,Modular Kitchen,Cash,18000
1713,18/Dec/2019,KOL12019,KOL1963657,Modular Kitchen,Cash,13000
1714,15/Dec/2019,KOL12019,KOL1986355,Modular Kitchen,Credit Card,4000
1715,14/Dec/2019,KOL12019,KOL1977455,Modular Kitchen,Cash,180
1716,25/Dec/2019,KOL12019,KOL1945212,Mosquito Net,Cash,200
1717,25/Dec/2019,KOL12019,KOL1932455,"Mosquito Net,Blinds",Cash,350
1718,25/Dec/2019,KOL12019,KOL1965686,"Mosquito Net,Blinds",Cash,3180
1719,25/Dec/2019,KOL12019,KOL1975252,Necklace,Credit Card,500
1720,25/Dec/2019,KOL12019,KOL1921574,Necklace,Cash,1000
1721,25/Dec/2019,KOL12019,KOL1911772,Necklace,Cash,1200
1722,25/Dec/2019,KOL12019,KOL1911772,Necklace,Credit Card,1200
1723,25/Dec/2019,KOL12019,KOL1975252,Necklace,Cash,700
1724,24/Dec/2019,KOL12019,KOL1988436,Necklace,Cash,2100
1725,24/Dec/2019,KOL12019,KOL1937767,Necklace,Cash,13519
1726,24/Dec/2019,KOL12019,KOL1937767,Necklace,Cash,13519
1727,24/Dec/2019,KOL12019,KOL1925873,Necklace,Cash,15976
1728,23/Dec/2019,KOL12019,KOL1916847,Necklace,Cash,2000
1729,23/Dec/2019,KOL12019,KOL1988564,Necklace,Cash,5500
1730,22/Dec/2019,KOL12019,KOL1945276,Necklace,Cash,4200
1731,22/Dec/2019,KOL12019,KOL1957736,Necklace,Cash,4700
1732,21/Dec/2019,KOL12019,KOL1984757,Necklace,Cash,400
1733,21/Dec/2019,KOL12019,KOL1976421,Necklace,Credit Card,400
1734,20/Dec/2019,KOL12019,KOL1935355,Necklace,Cash,2000
1735,19/Dec/2019,KOL12019,KOL1942446,Necklace,Cash,1430
1736,18/Dec/2019,KOL12019,KOL1934384,Necklace,Cash,4100
1737,18/Dec/2019,KOL12019,KOL1947381,Necklace,Cash,1300
1738,18/Dec/2019,KOL12019,KOL1984184,Necklace,Cash,1200
1739,18/Dec/2019,KOL12019,KOL1947644,Necklace,Cash,2000
1740,17/Dec/2019,KOL12019,KOL1918512,Necklace,Cash,600
1741,15/Dec/2019,KOL12019,KOL1965165,Necklace,Cash,10000
1742,14/Dec/2019,KOL12019,KOL1944241,Necklace,Cash,5000
1743,14/Dec/2019,KOL12019,KOL1952337,Necklace,Cash,2200
1744,14/Dec/2019,KOL12019,KOL1952337,Necklace,Cash,1500
1745,13/Dec/2019,KOL12019,KOL1941427,Necklace,Cash,200
1746,19/Dec/2019,KOL12019,KOL1935455,onyx marble,Cash,2000
1747,16/Dec/2019,KOL12019,KOL1968857,onyx marble,Cash,2000
1748,25/Dec/2019,KOL12019,KOL1963253,Painting,Cash,6500
1749,24/Dec/2019,KOL12019,KOL1965257,Painting,Cash,10000
1750,22/Dec/2019,KOL12019,KOL1951442,Painting,Cash,5400
1751,18/Dec/2019,KOL12019,KOL1967657,Painting,Cash,900
1752,15/Dec/2019,KOL12019,KOL1958658,Painting,Net Banking,2200
1753,15/Dec/2019,KOL12019,KOL1958658,Painting,Cash,3360
1754,14/Dec/2019,KOL12019,KOL1958658,Painting,Cash,510
1755,23/Dec/2019,KOL12019,KOL1842420,Pants,Cash,980
1756,23/Dec/2019,KOL12019,KOL1978657,Pants,Cash,350
1757,19/Dec/2019,KOL12019,KOL1911217,Pants,Cash,700
1758,18/Dec/2019,KOL12019,KOL1965386,Pants,Cash,1100
1759,17/Dec/2019,KOL12019,KOL1926256,Pants,Cash,4100
1760,15/Dec/2019,KOL12019,KOL1953783,Pants,Cash,3500
1761,25/Dec/2019,KOL12019,KOL1951468,Papad,Cash,2100
1762,25/Dec/2019,KOL12019,KOL1984776,Papad,Cash,7500
1763,25/Dec/2019,KOL12019,KOL1912421,Papad,Cash,500
1764,23/Dec/2019,KOL12019,KOL1947282,Papad,Cash,480
1765,23/Dec/2019,KOL12019,KOL1976582,Papad,Cash,200
1766,23/Dec/2019,KOL12019,KOL1976582,Papad,Credit Card,400
1767,21/Dec/2019,KOL12019,KOL1863785,Papad,Cash,180
1768,21/Dec/2019,KOL12019,KOL1936453,Papad,Cash,700
1769,20/Dec/2019,KOL12019,KOL1928216,Papad,Cash,650
1770,15/Dec/2019,KOL12019,KOL1963211,Papad,Cash,500
1771,25/Dec/2019,KOL12019,KOL1965222,Pens,Cash,1400
1772,25/Dec/2019,KOL12019,KOL1965222,Pens,Cash,160
1773,25/Dec/2019,KOL12019,KOL1965222,Pens,Cash,4200
1774,25/Dec/2019,KOL12019,KOL1936318,Pens,Cash,250
1775,23/Dec/2019,KOL12019,KOL1985527,Pens,Cash,389
1776,18/Dec/2019,KOL12019,KOL1913333,Pens,Cash,175
1777,15/Dec/2019,KOL12019,KOL1988316,Pens,Cash,60
1778,22/Dec/2019,KOL12019,KOL1942365,Photo frame,Cash,5100
1779,17/Dec/2019,KOL12019,KOL1968524,Photo frame,Credit Card,2600
1780,17/Dec/2019,KOL12019,KOL1967836,Photo frame,Cash,6400
1781,17/Dec/2019,KOL12019,KOL1947338,Photo frame,Cash,4000
1782,25/Dec/2019,KOL12019,KOL1921456,Product Name dummy text,Cash,2500
1783,25/Dec/2019,KOL12019,KOL1962343,Product Name dummy text,Cash,800
1784,22/Dec/2019,KOL12019,KOL1974374,Product Name dummy text,Cash,3000
1785,21/Dec/2019,KOL12019,KOL1947117,Product Name dummy text,Cash,6000
1786,18/Dec/2019,KOL12019,KOL1875761,Product Name dummy text,Cash,1000
1787,17/Dec/2019,KOL12019,KOL1971865,Product Name dummy text,Cash,6500
1788,15/Dec/2019,KOL12019,KOL1924351,Product Name dummy text,Credit Card,3000
1789,15/Dec/2019,KOL12019,KOL1954155,Product Name dummy text,Cash,1500
1790,13/Dec/2019,KOL12019,KOL1964274,Product Name dummy text,Cash,800
1791,23/Dec/2019,KOL12019,KOL1913132,"Product Name dummy text,artificial candle & lights",Cash,1620
1792,21/Dec/2019,KOL12019,KOL1985521,"Product Name dummy text,artificial candle & lights",Credit Card,2500
1793,20/Dec/2019,KOL12019,KOL1936424,"Product Name dummy text,artificial candle & lights",Cash,2800
1794,20/Dec/2019,KOL12019,KOL1916628,"Product Name dummy text,artificial candle & lights",Cash,700
1795,17/Dec/2019,KOL12019,KOL1984757,"Product Name dummy text,artificial candle & lights",Cash,13321
1796,14/Dec/2019,KOL12019,KOL1964274,"Product Name dummy text,artificial candle & lights",Cash,800
1797,25/Dec/2019,KOL12019,KOL1983654,Pulses,Cash,6598
1798,25/Dec/2019,KOL12019,KOL1853051,Pulses,Cash,920
1799,25/Dec/2019,KOL12019,KOL1944868,Pulses,Cash,2500
1800,23/Dec/2019,KOL12019,KOL1912825,Pulses,Cash,880
1801,22/Dec/2019,KOL12019,KOL1104210,Pulses,Cash,7800
1802,20/Dec/2019,KOL12019,KOL1986724,Pulses,Cash,135
1803,19/Dec/2019,KOL12019,KOL1933216,Pulses,Cash,500
1804,17/Dec/2019,KOL12019,KOL1966746,Pulses,Credit Card,260
1805,15/Dec/2019,KOL12019,KOL1958133,Pulses,Cash,284
1806,18/Dec/2019,KOL12019,KOL1934245,Refrigerator,Credit Card,16800
1807,13/Dec/2019,KOL12019,KOL1941427,Religious Book,Cash,1800
1808,18/Dec/2019,KOL12019,KOL1925588,Religious Photographs,Cash,500
1809,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,510
1810,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,430
1811,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,2500
1812,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,500
1813,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,500
1814,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,110
1815,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,2500
1816,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,1500
1817,25/Dec/2019,KOL12019,KOL1987882,Remote Covers,Cash,630
1818,23/Dec/2019,KOL12019,KOL1951323,Remote Covers,Cash,400
1819,23/Dec/2019,KOL12019,KOL1963817,Remote Covers,Cash,500
1820,23/Dec/2019,KOL12019,KOL1926588,Remote Covers,Cash,1100
1821,21/Dec/2019,KOL12019,KOL1921374,Remote Covers,Cash,3750
1822,20/Dec/2019,KOL12019,KOL1977851,Remote Covers,Cash,5788
1823,20/Dec/2019,KOL12019,KOL1972365,Remote Covers,Cash,3850
1824,20/Dec/2019,KOL12019,KOL1953365,Remote Covers,Cash,2000
1825,19/Dec/2019,KOL12019,KOL1862432,Remote Covers,Cash,750
1826,17/Dec/2019,KOL12019,KOL1971266,Remote Covers,Cash,250
1827,25/Dec/2019,KOL12019,KOL1936588,"Rings,Necklace",Cash,335
1828,24/Dec/2019,KOL12019,KOL1938436,"Rings,Necklace",Cash,3500
1829,22/Dec/2019,KOL12019,KOL1917324,"Rings,Necklace",Cash,1250
1830,19/Dec/2019,KOL12019,KOL1982816,"Rings,Necklace",Cash,1086
1831,18/Dec/2019,KOL12019,KOL1962113,"Rings,Necklace",Cash,4700
1832,17/Dec/2019,KOL12019,KOL1973253,"Rings,Necklace",Credit Card,8000
1833,15/Dec/2019,KOL12019,KOL1962651,"Rings,Necklace",Cash,1500
1834,15/Dec/2019,KOL12019,KOL1967217,"Rings,Necklace",Cash,1400
1835,25/Dec/2019,KOL12019,KOL1958368,Saffron,Cash,3151
1836,24/Dec/2019,KOL12019,KOL1912516,Saffron,Cash,6000
1837,24/Dec/2019,KOL12019,KOL1934166,Saffron,Cash,2500
1838,23/Dec/2019,KOL12019,KOL1971186,Saffron,Cash,2000
1839,23/Dec/2019,KOL12019,KOL1971123,Saffron,Cash,1400
1840,22/Dec/2019,KOL12019,KOL1988216,Saffron,Cash,400
1841,22/Dec/2019,KOL12019,KOL1984472,Saffron,Cash,600
1842,22/Dec/2019,KOL12019,KOL1961541,Saffron,Cash,4000
1843,21/Dec/2019,KOL12019,KOL1936453,Saffron,Cash,1000
1844,21/Dec/2019,KOL12019,KOL1984757,Saffron,Cash,550
1845,21/Dec/2019,KOL12019,KOL1925611,Saffron,Cash,1500
1846,21/Dec/2019,KOL12019,KOL1958818,Saffron,Cash,1886
1847,13/Dec/2019,KOL12019,KOL1951738,Saffron,Credit Card,1000
1848,13/Dec/2019,KOL12019,KOL1971123,Saffron,Cash,1400
1849,13/Dec/2019,KOL12019,KOL1954641,Saffron,Cash,6900
1850,25/Dec/2019,KOL12019,KOL1917233,Salwar,Cash,5000
1851,25/Dec/2019,KOL12019,KOL1936266,Salwar,Cash,4000
1852,25/Dec/2019,KOL12019,KOL1922587,Salwar,Cash,2000
1853,25/Dec/2019,KOL12019,KOL1931658,Salwar,Cash,3000
1854,24/Dec/2019,KOL12019,KOL1966578,Salwar,Credit Card,4000
1855,23/Dec/2019,KOL12019,KOL1913155,Salwar,Cash,21200
1856,22/Dec/2019,KOL12019,KOL1937845,Salwar,Cash,1500
1857,17/Dec/2019,KOL12019,KOL1916757,Salwar,Credit Card,1200
