Sr. No.,Date,ExhibitionId,Products,Mega Consumer Card No.,Payment Mode,Amount
1534,23-Dec-18,KOL12018,Garments,KOL1904656,Cash,1100
1535,18-Dec-18,KOL12018,Suits,KOL1966630,Cash,3000
1536,22-Dec-18,KOL12018,Furniture,KOL1957385,Cash,5000
1537,23-Dec-18,KOL12018,Suits,KOL1976324,Cash,900
1538,23-Dec-18,KOL12018,handloom,KOL1978245,Cash,4000
1539,18-Dec-18,KOL12018,Suits,KOL1982188,Cash,6800
1540,25-Dec-18,KOL12018,Garments,KOL1981720,Cash,1700
1541,22-Dec-18,KOL12018,Decorative lights,KOL1958854,Cash,6000
1542,22-Dec-18,KOL12018,Garments,KOL1931772,Credit Card,5600
1543,25-Dec-18,KOL12018,chandelier,KOL1945325,Cash,30000
1544,13-Dec-18,KOL12018,Tableware,KOL1960616,Net Banking,2750
1545,25-Dec-18,KOL12018,Wood  furniture,KOL1186112,Cash,3200
1546,17-Dec-18,KOL12018,Suits,KOL1957011,Cash,2000
1547,22-Dec-18,KOL12018,Wood  furniture,KOL1980887,Cash,4850
1548,15-Dec-18,KOL12018,Home Appliances,KOL1953521,Cash,8000
1549,19-Dec-18,KOL12018,Garments,KOL1983467,Cash,4500
1550,19-Dec-18,KOL12018,Garments,KOL1946526,Credit Card,5000
1551,19-Dec-18,KOL12018,kurti,KOL1916071,Cash,3000
1552,23-Dec-18,KOL12018,Clock,KOL1943506,Credit Card,750
1553,15-Dec-18,KOL12018,Modular Kitchen,KOL1920515,Net Banking,1200
1554,21-Dec-18,KOL12018,Garments,KOL1956032,Cash,4200
1555,21-Dec-18,KOL12018,Garments,KOL1972856,Cash,500
1556,24-Dec-18,KOL12018,Carpet,KOL1931772,Credit Card,1450
1557,23-Dec-18,KOL12018,Bedsheet,KOL1976332,Cash,5500
1558,23-Dec-18,KOL12018,Bedsheet,KOL1957011,Cash,1450
1559,15-Dec-18,KOL12018,Garments,KOL1934225,Cash,1600
1560,22-Dec-18,KOL12018,Home Decor,KOL1964037,Credit Card,2100
1561,21-Dec-18,KOL12018,Saree,KOL1987325,Cash,6000
1562,20-Dec-18,KOL12018,Saree,KOL1995435,Cash,1500
1563,19-Dec-18,KOL12018,Carpet,KOL1925735,Cash,5400
1564,25-Dec-18,KOL12018,Duppatta,KOL1976326,Cash,3000
1565,20-Dec-18,KOL12018,Suits,KOL1904656,Cash,5500
1566,25-Dec-18,KOL12018,Cloths,KOL1966542,Cash,3200
1567,25-Dec-18,KOL12018,Cloths,KOL1932865,Cash,1800
1568,15-Dec-18,KOL12018,income tax,KOL1904634,Credit Card,1750
1569,25-Dec-18,KOL12018,income tax,KOL1920515,Cash,2800
1570,18-Dec-18,KOL12018,Jamdani Saree,KOL1913067,Cash,1500
1571,23-Dec-18,KOL12018,Jamdani Saree,KOL1957011,Cash,2750
1572,13-Dec-18,KOL12018,Bedsheet,KOL1908383,Credit Card,3200
1573,13-Dec-18,KOL12018,Garments,KOL1966542,Cash,600
1574,13-Dec-18,KOL12018,"mayonise, butter, cheese",KOL1970272,Cash,1100
1575,13-Dec-18,KOL12018,Necklace,KOL1913067,Cash,5300
1576,13-Dec-18,KOL12018,Religious Book,KOL1920000,Cash,2500
1577,18-Dec-18,KOL12018,Jamdani Saree,KOL1943506,Net Banking,1200
1578,18-Dec-18,KOL12018,Jamdani Saree,KOL1966630,Cash,1850
1579,18-Dec-18,KOL12018,Jamdani Saree,KOL1908148,Cash,4000
1580,25-Dec-18,KOL12018,Papad,KOL1987551,Cash,1500
1581,21-Dec-18,KOL12018,Air Cooler,KOL1924268,Cash,5700
1582,21-Dec-18,KOL12018,Air Cooler,KOL1923614,Cash,5700
1583,22-Dec-18,KOL12018,Air Cooler,KOL1967850,Cash,5000
1584,25-Dec-18,KOL12018,Air Cooler,KOL1977328,Cash,5500
1585,21-Dec-18,KOL12018,Air Cooler,KOL1974634,Cash,6000
1586,21-Dec-18,KOL12018,Air Cooler,KOL1988286,Cash,6000
1587,14-Dec-18,KOL12018,Air Cooler,KOL1926443,Cash,5000
1588,15-Dec-18,KOL12018,Air Cooler,KOL1922111,Cash,6800
1589,13-Dec-18,KOL12018,Air Cooler,KOL1926443,Cash,5000
1590,13-Dec-18,KOL12018,Air Cooler,KOL1962211,Cash,5000
1591,17-Dec-18,KOL12018,Air Cooler,KOL1988350,Cash,6800
1592,25-Dec-18,KOL12018,Air Cooler,KOL1914687,Cash,5700
1593,25-Dec-18,KOL12018,Air Cooler,KOL1918032,Cash,3500
1594,21-Dec-18,KOL12018,Air Cooler,KOL1935013,Credit Card,5700
1595,25-Dec-18,KOL12018,Air Cooler,KOL1944173,Cash,5700
1596,25-Dec-18,KOL12018,Air Cooler,KOL1953051,Cash,5100
1597,25-Dec-18,KOL12018,Air Cooler,KOL1972427,Cash,5700
1598,25-Dec-18,KOL12018,Air Cooler,KOL1937858,Cash,5700
1599,25-Dec-18,KOL12018,Air Cooler,KOL1956627,Cash,5700
1600,25-Dec-18,KOL12018,Air Cooler,KOL1933458,Cash,11400
1601,25-Dec-18,KOL12018,Air Cooler,KOL1973381,Cash,5000
1602,25-Dec-18,KOL12018,Air Cooler,KOL1937858,Cash,5700
1603,25-Dec-18,KOL12018,Air Cooler,KOL1916742,Cash,6300
1604,25-Dec-18,KOL12018,Air Cooler,KOL1983414,Cash,5200
1605,25-Dec-18,KOL12018,Air Cooler,KOL1950046,Cash,5700
1606,25-Dec-18,KOL12018,Air Cooler,KOL1926845,Cash,6500
1607,25-Dec-18,KOL12018,Air Cooler,KOL1983683,Cash,6800
1608,25-Dec-18,KOL12018,Air Cooler,KOL1922741,Cash,6800
1609,23-Dec-18,KOL12018,Air Cooler,KOL1916764,Cash,5500
1610,23-Dec-18,KOL12018,Air Cooler,KOL1944737,Cash,5000
1611,23-Dec-18,KOL12018,Air Cooler,KOL1931814,Cash,500
1612,23-Dec-18,KOL12018,Air Cooler,KOL1904051,Cash,6800
1613,23-Dec-18,KOL12018,Air Cooler,KOL1936070,Cash,6300
1614,22-Dec-18,KOL12018,Air Cooler,KOL1946526,Credit Card,5700
1615,22-Dec-18,KOL12018,Air Cooler,KOL1934066,Cash,5000
1616,22-Dec-18,KOL12018,Air Cooler,KOL1971416,Cash,5500
1617,24-Dec-18,KOL12018,Air Cooler,KOL1978245,Cash,10400
1618,21-Dec-18,KOL12018,Air Cooler,KOL1937636,Cash,6000
1619,20-Dec-18,KOL12018,Air Cooler,KOL1934668,Cash,5700
1620,21-Dec-18,KOL12018,Air Cooler,KOL1968107,Cash,6300
1621,22-Dec-18,KOL12018,Air Cooler,KOL1914123,Cash,5500
1622,15-Dec-18,KOL12018,Apartment,KOL1916711,Cash,25000
1623,22-Dec-18,KOL12018,Apartment,KOL1915123,Cash,3340
1624,23-Dec-18,KOL12018,Apartment,KOL1972308,Cash,7000
1625,21-Dec-18,KOL12018,Apartment,KOL1983467,Cash,1200
1626,22-Dec-18,KOL12018,artificial candle & lights,KOL1968283,Cash,5000
1627,25-Dec-18,KOL12018,artificial candle & lights,KOL1987526,Cash,3800
1628,21-Dec-18,KOL12018,artificial candle & lights,KOL1907725,Cash,900
1629,24-Dec-18,KOL12018,artificial candle & lights,KOL1921402,Credit Card,3400
1630,25-Dec-18,KOL12018,artificial candle & lights,KOL1984064,Credit Card,2200
1631,13-Dec-18,KOL12018,artificial candle & lights,KOL1963877,Cash,3500
1632,13-Dec-18,KOL12018,artificial candle & lights,KOL1957846,Cash,7500
1633,23-Dec-18,KOL12018,artificial candle & lights,KOL1932012,Cash,10800
1634,25-Dec-18,KOL12018,artificial candle & lights,KOL1915184,Cash,1700
1635,25-Dec-18,KOL12018,artificial candle & lights,KOL1947727,Cash,1000
1636,25-Dec-18,KOL12018,artificial candle & lights,KOL1973082,Cash,2000
1637,18-Dec-18,KOL12018,artificial candle & lights,KOL1905753,Cash,1000
1638,14-Dec-18,KOL12018,artificial candle & lights,KOL1978213,Cash,4000
1639,14-Dec-18,KOL12018,Attar,KOL1962181,Cash,900
1640,19-Dec-18,KOL12018,Attar,KOL1966874,Cash,500
1641,20-Dec-18,KOL12018,Attar,KOL1934063,Cash,2000
1642,19-Dec-18,KOL12018,Attar,KOL1914852,Cash,500
1643,20-Dec-18,KOL12018,Attar,KOL1941712,Cash,5500
1644,21-Dec-18,KOL12018,Attar,KOL1987840,Cash,1700
1645,22-Dec-18,KOL12018,Attar,KOL1920642,Cash,1500
1646,22-Dec-18,KOL12018,Attar,KOL1987526,Cash,4700
1647,22-Dec-18,KOL12018,Attar,KOL1916658,Cash,600
1648,17-Dec-18,KOL12018,Attar,KOL1963877,Cash,3000
1649,18-Dec-18,KOL12018,Attar,KOL1942744,Cash,1400
1650,14-Dec-18,KOL12018,Attar,KOL1972627,Cash,2400
1651,14-Dec-18,KOL12018,Attar,KOL1911355,Cash,7000
1652,14-Dec-18,KOL12018,Attar,KOL1911355,Credit Card,1200
1653,14-Dec-18,KOL12018,Attar,KOL1963877,Cash,1380
1654,14-Dec-18,KOL12018,Attar,KOL1956030,Cash,1890
1655,23-Dec-18,KOL12018,Attar,KOL1913344,Cash,26000
1656,23-Dec-18,KOL12018,Attar,KOL1914425,Cash,400
1657,23-Dec-18,KOL12018,Attar,KOL1973850,Cash,580
1658,23-Dec-18,KOL12018,Attar,KOL1927526,Cash,20000
1659,15-Dec-18,KOL12018,Attar,KOL1920642,Cash,500
1660,14-Dec-18,KOL12018,Attar,KOL1946602,Cash,1350
1661,21-Dec-18,KOL12018,Attar,KOL1918558,Credit Card,3000
1662,15-Dec-18,KOL12018,Attar,KOL1914425,Cash,1350
1663,24-Dec-18,KOL12018,Attar,KOL1920642,Cash,500
1664,23-Dec-18,KOL12018,Attar,KOL1904415,Cash,20000
1665,23-Dec-18,KOL12018,Attar,KOL1966261,Cash,2000
1666,19-Dec-18,KOL12018,Attar,KOL1941135,Cash,2100
1667,19-Dec-18,KOL12018,Attar,KOL1944676,Cash,1850
1668,19-Dec-18,KOL12018,Attar,KOL1973764,Credit Card,1000
1669,14-Dec-18,KOL12018,Attar,KOL1914700,Cash,17000
1670,23-Dec-18,KOL12018,Attar,KOL1974735,Cash,3500
1671,14-Dec-18,KOL12018,Bag,KOL1914852,Cash,750
1672,14-Dec-18,KOL12018,Bag,KOL1924855,Cash,3400
1673,22-Dec-18,KOL12018,Bag,KOL1926810,Cash,5400
1674,18-Dec-18,KOL12018,Bag,KOL1987157,Credit Card,3000
1675,18-Dec-18,KOL12018,Bag,KOL1900581,Cash,2400
1676,18-Dec-18,KOL12018,Bag,KOL1973850,Cash,520
1677,18-Dec-18,KOL12018,Bag,KOL1957070,Cash,4300
1678,22-Dec-18,KOL12018,Bag,KOL1945026,Cash,10350
1679,22-Dec-18,KOL12018,Bag,KOL1907351,Credit Card,10000
1680,15-Dec-18,KOL12018,Bag,KOL1956274,Cash,6000
1681,14-Dec-18,KOL12018,Bag,KOL1932435,Cash,2100
1682,23-Dec-18,KOL12018,Bedsheet,KOL1960545,Credit Card,1200
1683,14-Dec-18,KOL12018,Bedsheet,KOL1912814,Cash,5000
1684,14-Dec-18,KOL12018,Bedsheet,KOL1924662,Cash,7470
1685,25-Dec-18,KOL12018,Bedsheet,KOL1906271,Cash,2200
1686,13-Dec-18,KOL12018,Bedsheet,KOL1937684,Cash,600
1687,15-Dec-18,KOL12018,Bedsheet,KOL1952135,Credit Card,2000
1688,18-Dec-18,KOL12018,Bedsheet,KOL1952135,Credit Card,2000
1689,18-Dec-18,KOL12018,Bedsheet,KOL1910582,Cash,9000
1690,18-Dec-18,KOL12018,Bedsheet,KOL1912315,Cash,500
1691,23-Dec-18,KOL12018,Bedsheet,KOL1976863,Cash,4500
1692,23-Dec-18,KOL12018,Bedsheet,KOL1913544,Cash,4600
1693,15-Dec-18,KOL12018,Bedsheet,KOL1930520,Cash,6000
1694,18-Dec-18,KOL12018,Bedsheet,KOL1965434,Cash,10000
1695,18-Dec-18,KOL12018,Bedsheet,KOL1181437,Cash,6300
1696,23-Dec-18,KOL12018,Bedsheet,KOL1932124,Cash,2300
1697,23-Dec-18,KOL12018,Bedsheet,KOL1910757,Credit Card,900
1698,20-Dec-18,KOL12018,Bedsheet,KOL1948175,Credit Card,1200
1699,24-Dec-18,KOL12018,Bedsheet,KOL1980278,Cash,3100
1700,25-Dec-18,KOL12018,Bedsheet,KOL1121117,Cash,2500
1701,25-Dec-18,KOL12018,Bedsheet,KOL1975680,Cash,4500
1702,14-Dec-18,KOL12018,Bedsheet,KOL1975680,Cash,3000
1703,13-Dec-18,KOL12018,Bedsheet,KOL1975163,Credit Card,5650
1704,15-Dec-18,KOL12018,Bedsheet,KOL1946626,Credit Card,5500
1705,15-Dec-18,KOL12018,Bedsheet,KOL1973308,Credit Card,2200
1706,15-Dec-18,KOL12018,Belt,KOL1911218,Cash,5400
1707,20-Dec-18,KOL12018,Belt,KOL1904666,Cash,2000
1708,19-Dec-18,KOL12018,Belt,KOL1906145,Cash,1000
1709,19-Dec-18,KOL12018,Belt,KOL1951065,Cash,6100
1710,19-Dec-18,KOL12018,Belt,KOL1952341,Credit Card,1750
1711,24-Dec-18,KOL12018,"Belt,Bag",KOL1983204,Cash,3200
1712,24-Dec-18,KOL12018,"Belt,Wallet",KOL1912565,Credit Card,7800
1713,20-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1966631,Cash,6000
1714,20-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1982683,Cash,2000
1715,19-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1917561,Cash,3000
1716,25-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1937523,Cash,2500
1717,23-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1913939,Cash,2200
1718,23-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1954833,Cash,800
1719,23-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1916826,Cash,10150
1720,23-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1957530,Cash,5400
1721,22-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1967461,Credit Card,750
1722,22-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1967461,Credit Card,1800
1723,23-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1947654,Credit Card,1800
1724,19-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1937271,Cash,2500
1725,19-Dec-18,KOL12018,"Belt,Wallet,Bag",KOL1956737,Cash,3200
1726,24-Dec-18,KOL12018,Biscuits,KOL1966874,Cash,3000
1727,18-Dec-18,KOL12018,"Biscuits,Cookies",KOL1930241,Cash,700
1728,13-Dec-18,KOL12018,"Biscuits,Cookies",KOL1918615,Cash,1000
1729,21-Dec-18,KOL12018,"Biscuits,Cookies",KOL1918615,Cash,4000
1730,21-Dec-18,KOL12018,"Biscuits,Cookies",KOL1903257,Cash,2700
1731,14-Dec-18,KOL12018,"Biscuits,Cookies",KOL1903257,Cash,2000
1732,20-Dec-18,KOL12018,"Biscuits,Cookies",KOL1952622,Cash,1700
1733,20-Dec-18,KOL12018,Blankets,KOL1920642,Cash,1500
1734,20-Dec-18,KOL12018,Blankets,KOL1920642,Cash,1500
1735,24-Dec-18,KOL12018,Blankets,KOL1904634,Credit Card,1500
1736,19-Dec-18,KOL12018,Blouse,KOL1928043,Cash,600
1737,23-Dec-18,KOL12018,Carpet,KOL1961686,Cash,10000
1738,23-Dec-18,KOL12018,Carpet,KOL1962854,Cash,6000
1739,23-Dec-18,KOL12018,Carpet,KOL1117382,Cash,6500
1740,23-Dec-18,KOL12018,Carpet,KOL1918411,Credit Card,5000
1741,23-Dec-18,KOL12018,Carpet,KOL1911812,Cash,2500
1742,15-Dec-18,KOL12018,Carpet,KOL1981187,Cash,5000
1743,13-Dec-18,KOL12018,Carpet,KOL1932568,Cash,1500
1744,13-Dec-18,KOL12018,Carpet,KOL1981581,Cash,6000
1745,24-Dec-18,KOL12018,Carpet,KOL1971686,Cash,5200
1746,24-Dec-18,KOL12018,Carpet,KOL1935610,Cash,3000
1747,25-Dec-18,KOL12018,Carpet,KOL1975884,Cash,5000
1748,22-Dec-18,KOL12018,Carpet,KOL1907725,Credit Card,8500
1749,22-Dec-18,KOL12018,Carpet,KOL1913939,Cash,6000
1750,22-Dec-18,KOL12018,Carpet,KOL1924751,Cash,6000
1751,22-Dec-18,KOL12018,Carpet,KOL1986752,Cash,7000
1752,13-Dec-18,KOL12018,Carpet,KOL1986752,Cash,7000
1753,24-Dec-18,KOL12018,Carpet,KOL1904435,Cash,1200
1754,19-Dec-18,KOL12018,Carpet,KOL1978125,Credit Card,6400
1755,13-Dec-18,KOL12018,Carpet,KOL1965088,Cash,930
1756,25-Dec-18,KOL12018,Carpet,KOL1931821,Credit Card,5700
1757,25-Dec-18,KOL12018,Carpet,KOL1901206,Cash,5000
1758,17-Dec-18,KOL12018,Carpet,KOL1938031,Cash,8500
1759,19-Dec-18,KOL12018,Carpet,KOL1951650,Cash,7000
1760,18-Dec-18,KOL12018,Carpet,KOL1947073,Cash,7200
1761,23-Dec-18,KOL12018,Carpet,KOL1922387,Cash,500
1762,22-Dec-18,KOL12018,Carpet,KOL1981518,Cash,1800
1763,19-Dec-18,KOL12018,Carpet,KOL1908333,Cash,5200
1764,19-Dec-18,KOL12018,Carpet,KOL1975565,Cash,5000
1765,25-Dec-18,KOL12018,Carpet,KOL1935512,Cash,9000
1766,25-Dec-18,KOL12018,Carpet,KOL1978125,Credit Card,6400
1767,23-Dec-18,KOL12018,Carpet,KOL1970371,Cash,3500
1768,23-Dec-18,KOL12018,Carpet,KOL1983216,Credit Card,2500
1769,23-Dec-18,KOL12018,Carpet,KOL1978213,Cash,3500
1770,23-Dec-18,KOL12018,Carpet,KOL1982561,Cash,8000
1771,22-Dec-18,KOL12018,Carpet,KOL1952865,Cash,10000
1772,15-Dec-18,KOL12018,chair,KOL1918032,Cash,4100
1773,18-Dec-18,KOL12018,chair,KOL1957070,Cash,2600
1774,23-Dec-18,KOL12018,chair,KOL1973117,Cash,1600
1775,17-Dec-18,KOL12018,chair,KOL1176120,Credit Card,1500
1776,20-Dec-18,KOL12018,chair,KOL1972038,Cash,5400
1777,25-Dec-18,KOL12018,chair,VIS1927164,Net Banking,4200
1778,21-Dec-18,KOL12018,Chappals,KOL1935532,Cash,1000
1779,21-Dec-18,KOL12018,Chappals,KOL1914204,Cash,500
1780,20-Dec-18,KOL12018,Chappals,KOL1916658,Cash,1000
1781,21-Dec-18,KOL12018,Chappals,KOL1953814,Cash,1800
1782,23-Dec-18,KOL12018,Chappals,KOL1980887,Cash,500
1783,23-Dec-18,KOL12018,"Chappals,Sandals",KOL1974270,Cash,8300
1784,23-Dec-18,KOL12018,"Chappals,Sandals,Shoes",KOL1962181,Cash,1000
1785,23-Dec-18,KOL12018,"Chappals,Sandals,Shoes",KOL1931813,Cash,500
1786,23-Dec-18,KOL12018,"Chappals,Sandals,Shoes",KOL1952730,Cash,6900
1787,23-Dec-18,KOL12018,"Chappals,Sandals,Shoes",KOL1926081,Cash,400
1788,23-Dec-18,KOL12018,"Chappals,Sandals,Shoes",KOL1918783,Cash,2000
1789,23-Dec-18,KOL12018,chimney,KOL1945282,Cash,15000
1790,23-Dec-18,KOL12018,chimney,KOL1932140,Cash,45000
1791,24-Dec-18,KOL12018,chimney,KOL1936361,Cash,30000
1792,14-Dec-18,KOL12018,chimney,KOL1958346,Cash,35000
1793,15-Dec-18,KOL12018,chimney,KOL1987202,Cash,20000
1794,15-Dec-18,KOL12018,chimney,KOL1984578,Cash,10000
1795,15-Dec-18,KOL12018,chimney,KOL1918606,Cash,20000
1796,15-Dec-18,KOL12018,chimney,KOL1978245,Cash,1200
1797,15-Dec-18,KOL12018,chimney,KOL1978376,Credit Card,17000
1798,25-Dec-18,KOL12018,chimney,KOL1945282,Cash,20000
1799,18-Dec-18,KOL12018,chimney,KOL1941234,Cash,35000
1800,25-Dec-18,KOL12018,chimney,KOL1932140,Credit Card,15000
1801,17-Dec-18,KOL12018,chimney,KOL1944001,Credit Card,500
1802,17-Dec-18,KOL12018,Cotton/Silk,KOL1952058,Credit Card,5000
1803,17-Dec-18,KOL12018,Cotton/Silk,KOL1936824,Cash,2500
1804,21-Dec-18,KOL12018,Cotton/Silk,KOL1974621,Cash,5300
1805,18-Dec-18,KOL12018,Cotton/Silk,KOL1927200,Cash,10400
1806,18-Dec-18,KOL12018,Cotton/Silk,KOL1928043,Cash,3400
1807,23-Dec-18,KOL12018,Cotton/Silk,KOL1966574,Credit Card,1260
1808,19-Dec-18,KOL12018,Decorative lights,KOL1972056,Cash,500
1809,19-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1924855,Cash,3000
1810,23-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1914852,Cash,3000
1811,23-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1926427,Cash,1200
1812,17-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1963941,Cash,700
1813,17-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1966630,Cash,3000
1814,22-Dec-18,KOL12018,Digestive Items,KOL1963877,Cash,3800
1815,25-Dec-18,KOL12018,Doors & Windows,KOL1912767,Cash,7350
1816,25-Dec-18,KOL12018,Doors & Windows,KOL1946676,Cash,56000
1817,20-Dec-18,KOL12018,Doors & Windows,KOL1946676,Cash,97000
1818,25-Dec-18,KOL12018,Doors & Windows,KOL1922840,Cash,45500
1819,25-Dec-18,KOL12018,Duppatta,VIS1927164,Net Banking,2700
1820,25-Dec-18,KOL12018,Electric Tandoor,KOL1965241,Cash,4000
1821,15-Dec-18,KOL12018,Electric Tandoor,KOL1923751,Cash,5500
1822,15-Dec-18,KOL12018,Electric Tandoor,KOL1977687,Cash,2300
1823,16-Dec-18,KOL12018,Electric Tandoor,KOL1902623,Cash,2200
1824,19-Dec-18,KOL12018,Electric Tandoor,KOL1932012,Cash,3300
1825,19-Dec-18,KOL12018,Electric Tandoor,KOL1951650,Cash,3000
1826,14-Dec-18,KOL12018,Electric Tandoor,KOL1911383,Cash,6000
1827,17-Dec-18,KOL12018,Electric Tandoor,KOL1951650,Cash,3000
1828,15-Dec-18,KOL12018,Electric Tandoor,KOL1933267,Cash,2500
1829,23-Dec-18,KOL12018,Electric Tandoor,KOL1935418,Cash,3400
1830,23-Dec-18,KOL12018,Electric Tandoor,KOL1916774,Cash,3200
1831,21-Dec-18,KOL12018,Electric Tandoor,KOL1923436,Cash,5900
1832,21-Dec-18,KOL12018,Electric Tandoor,KOL1923477,Cash,1200
1833,21-Dec-18,KOL12018,Electric Tandoor,KOL1902487,Cash,1500
1834,25-Dec-18,KOL12018,Electric Tandoor,KOL1926231,Cash,3000
1835,22-Dec-18,KOL12018,Electric Tandoor,KOL1968600,Cash,2300
1836,22-Dec-18,KOL12018,Electric Tandoor,KOL1920054,Cash,3600
1837,22-Dec-18,KOL12018,Electric Tandoor,KOL1934078,Credit Card,3200
1838,22-Dec-18,KOL12018,Electric Tandoor,KOL1916275,Cash,2500
1839,17-Dec-18,KOL12018,Electric Tandoor,KOL1972682,Cash,5100
1840,23-Dec-18,KOL12018,Electric Tandoor,KOL1961546,Cash,3000
1841,23-Dec-18,KOL12018,Electric Tandoor,KOL1986534,Cash,3500
1842,18-Dec-18,KOL12018,Electric Tandoor,KOL1958620,Cash,11500
1843,18-Dec-18,KOL12018,Electric Tandoor,KOL1906380,Cash,3000
1844,22-Dec-18,KOL12018,Electric Tandoor,KOL1971023,Cash,3500
1845,21-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1935418,Cash,5400
1846,21-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1945824,Net Banking,2050
1847,13-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1920642,Credit Card,3000
1848,13-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1966170,Cash,5000
1849,13-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1960442,Credit Card,4990
1850,13-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1974361,Cash,5390
1851,20-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1981165,Cash,5390
1852,25-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1982712,Cash,3500
1853,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1918232,Cash,6800
1854,25-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1952365,Cash,6500
1855,25-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1937523,Cash,3000
1856,24-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1933121,Cash,1700
1857,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1923174,Cash,2100
1858,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1961272,Cash,3000
1859,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1925783,Credit Card,3800
1860,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1915660,Cash,4500
1861,21-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1922017,Cash,5500
1862,21-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1961071,Credit Card,2300
1863,19-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1935185,Cash,2500
1864,22-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1984247,Credit Card,3500
1865,23-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1935185,Cash,600
1866,24-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1966547,Cash,6000
1867,23-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1955010,Cash,3000
1868,24-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1944001,Cash,1400
1869,17-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1955010,Cash,2500
1870,24-Dec-18,KOL12018,"Electric Tandoor,Steamer",KOL1961766,Cash,2300
1871,19-Dec-18,KOL12018,frames & artifacts,KOL1942127,Credit Card,5400
1872,23-Dec-18,KOL12018,frames & artifacts,KOL1903358,Cash,1500
1873,24-Dec-18,KOL12018,frames & artifacts,KOL1974447,Cash,5100
1874,15-Dec-18,KOL12018,frames & artifacts,KOL1935303,Cash,3000
1875,15-Dec-18,KOL12018,frames & artifacts,KOL1943162,Cash,2500
1876,20-Dec-18,KOL12018,frames & artifacts,KOL1957530,Credit Card,3500
1877,22-Dec-18,KOL12018,frames & artifacts,KOL1965181,Cash,700
1878,16-Dec-18,KOL12018,frames & artifacts,KOL1947450,Cash,4800
1879,21-Dec-18,KOL12018,frames & artifacts,KOL1931454,Cash,5000
1880,23-Dec-18,KOL12018,"frames & artifacts,Painting",KOL1936826,Cash,3000
1881,15-Dec-18,KOL12018,"frames & artifacts,Painting",KOL1971327,Cash,18000
1882,20-Dec-18,KOL12018,"frames & artifacts,Painting",KOL1942141,Cash,3000
1883,24-Dec-18,KOL12018,"frames & artifacts,Painting",KOL1923042,Cash,3100
1884,21-Dec-18,KOL12018,Fruit Juices,KOL1972822,Cash,2000
1885,21-Dec-18,KOL12018,Fruit Juices,KOL1914852,Cash,430
1886,18-Dec-18,KOL12018,Fruit Juices,KOL1904578,Cash,3600
1887,23-Dec-18,KOL12018,Fruit Juices,KOL1982043,Cash,1500
1888,23-Dec-18,KOL12018,Fruit Juices,KOL1941221,Cash,2900
1889,20-Dec-18,KOL12018,Fruit Juices,KOL1985838,Cash,1470
1890,25-Dec-18,KOL12018,Furniture,KOL1982653,Cash,14981
1891,23-Dec-18,KOL12018,Furniture,KOL1923518,Cash,23000
1892,15-Dec-18,KOL12018,Furniture,KOL1945732,Cash,33500
1893,15-Dec-18,KOL12018,Furniture,KOL1935185,Credit Card,1000
